Name,Gender,Age,Social Media Use Timings,Social Media Platform,City,State,Purchase Platform,Purchase Date,Clothing,Cosmetics,Laptops,TV,Groceries,Books,Fitness Equipment,Mobiles,Jewelry,Furniture,Shoes,Bags,Watches,Kitchenware,Gardening Tools,Pet Supplies,Sports Equipment,Toys,Stationery,Automobile Accessories,Home Decor,Electronics,Music Instruments,Cameras,Gaming Consoles,Smartwatches,Health Supplements,Travel Accessories,Art Supplies,Lighting Fixtures
Nisha Singh,Male,60,15:00 - 19:00,LinkedIn,Bangalore,Gujarat,Paytm Mall,03-09-2021,0,0,0,0,9326,15425,8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,10000,16488,0,0
Nisha Verma,Male,37,17:00 - 18:00,LinkedIn,Ahmedabad,Delhi,Myntra,30-07-2021,15000,0,0,0,0,0,0,11950,0,0,0,0,0,0,0,0,0,0,19374,0,1000,0,0,0,0,0,0,10603,0,0
Nisha Jain,Male,48,19:00 - 20:00,Instagram,Lucknow,Telangana,Flipkart,21-02-2022,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1000,12412,0,0,0,0,0,16239
Nisha Jain,Male,31,10:00 - 11:00,Google,Ahmedabad,Uttar Pradesh,Amazon,18-04-2021,0,0,0,0,0,0,0,0,0,13486,0,0,0,0,0,0,0,11195,0,0,0,0,11357,17671,0,0,0,0,0,0
Riya Jain,Female,40,15:00 - 22:00,Google,Chennai,Gujarat,Local Market,26-09-2020,0,0,2594,0,0,0,0,17447,0,0,7811,0,0,9839,17133,0,0,0,0,19868,0,0,0,0,0,0,0,0,0,0
Riya Gupta,Male,33,9:00 - 16:00,Snapchat,Lucknow,Gujarat,Snapdeal,08-06-2022,0,0,0,1097,0,0,0,0,10530,0,16541,5824,0,0,0,0,9863,10418,0,0,0,0,0,0,0,0,0,0,0,0
Riya Chauhan,Male,37,15:00 - 17:00,Google,Hyderabad,West Bengal,Ajio,15-04-2023,0,0,0,17586,0,4968,0,0,14196,0,0,0,0,0,0,0,0,13936,0,324,0,0,0,0,10195,0,3550,0,10000,0
Aditya Verma,Male,64,6:00 - 16:00,Snapchat,Kolkata,Tamil Nadu,Amazon,08-05-2021,0,9776,0,0,0,0,0,0,0,0,0,0,0,0,564,0,11426,0,15655,0,0,0,0,0,0,0,2039,6213,0,500
Aditya Chauhan,Male,21,10:00 - 22:00,LinkedIn,Delhi,Karnataka,Amazon,28-10-2020,0,0,0,0,0,0,0,4988,0,7810,0,0,0,13523,0,0,0,5518,3351,0,18728,0,0,0,0,19135,0,14954,0,0
Ananya Kumar,Male,63,13:00 - 17:00,LinkedIn,Lucknow,Rajasthan,TataCliq,06-05-2022,0,0,0,0,0,0,0,0,0,0,11916,0,0,9517,10848,0,0,0,5497,19671,0,0,7164,0,0,0,0,0,0,0
Vivaan Patel,Male,33,15:00 - 22:00,Snapchat,Chennai,Tamil Nadu,Ajio,12-04-2021,0,0,0,0,0,0,0,19588,0,0,4969,0,0,0,0,0,0,0,0,12291,13904,0,0,0,0,0,10000,14685,0,0
Priya Mehta,Female,67,18:00 - 23:00,Instagram,Mumbai,Telangana,Ajio,08-10-2020,0,0,14226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18917,0,0,16334,0,14879,10000,0
Aarav Chauhan,Female,51,6:00 - 10:00,Google,Mumbai,Telangana,Paytm Mall,25-06-2022,0,0,0,0,0,0,0,0,13576,0,0,0,0,0,0,2462,0,0,0,0,8377,0,0,0,0,0,0,0,10000,0
Arjun Jain,Female,68,22:00 - 24:00,Google,Chennai,Uttar Pradesh,Paytm Mall,11-01-2022,0,0,14139,0,0,0,0,265,0,0,0,0,0,12085,0,0,0,0,18650,0,0,0,0,0,0,0,0,0,0,8928
Diya Jain,Female,25,21:00 - 23:00,Snapchat,Bangalore,Karnataka,Paytm Mall,05-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,0,17053,0,0,0,0,5000,7741,0,0,0,10000,0,0,0
Kavya Mehta,Female,27,17:00 - 22:00,Snapchat,Kolkata,Telangana,Myntra,28-03-2020,0,3396,0,0,0,0,0,11226,0,0,18157,7470,0,17412,0,16760,0,0,0,0,0,0,7525,0,0,0,10000,0,10000,0
Ananya Jain,Female,66,22:00 - 24:00,Snapchat,Kolkata,Delhi,TataCliq,31-12-2020,0,0,0,0,0,0,0,0,6788,0,17058,15956,0,0,0,6845,0,0,0,0,0,0,0,0,0,0,8911,0,0,0
Nisha Sharma,Male,17,9:00 - 14:00,Google,Ahmedabad,Karnataka,TataCliq,03-02-2020,0,13221,0,0,3131,0,0,0,8336,8642,0,0,7592,0,0,0,0,0,0,0,0,5000,0,0,0,0,2165,11672,0,0
Arjun Chauhan,Female,43,15:00 - 18:00,Twitter,Pune,Delhi,Snapdeal,18-04-2020,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9959,0,0,0,18333,8255,0,0,0
Nisha Kumar,Male,40,10:00 - 13:00,Twitter,Kolkata,Gujarat,Amazon,04-06-2020,13501,0,0,0,0,15329,0,19510,0,0,0,0,8922,0,0,0,17079,0,8936,0,0,18707,0,0,0,0,0,0,0,0
Diya Mishra,Male,16,13:00 - 14:00,Google,Ahmedabad,Telangana,TataCliq,09-04-2023,0,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104,18706,0,0,5000,0,0,0,0,0,0,0,0
Aarav Kumar,Female,41,14:00 - 21:00,Facebook,Lucknow,Rajasthan,Myntra,24-04-2023,0,19595,0,1998,0,12035,3598,0,7240,0,0,0,0,0,0,2752,0,0,0,86,0,0,4601,0,0,0,0,0,9379,0
Aarav Mishra,Male,24,11:00 - 20:00,Instagram,Kolkata,Telangana,Myntra,21-11-2020,0,0,0,0,15649,0,0,0,0,3382,0,0,0,0,0,0,0,0,0,0,12373,0,0,0,0,0,0,18941,5792,0
Priya Kumar,Male,58,5:00 - 11:00,Google,Lucknow,Delhi,TataCliq,19-06-2021,15000,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,720,0,0,0,0,0,0,0,13101,0,15982,0,0
Arjun Sharma,Male,34,6:00 - 16:00,Facebook,Ahmedabad,West Bengal,Paytm Mall,27-05-2023,9447,0,0,0,0,0,10473,0,0,0,0,0,0,0,0,53,5865,0,0,0,4997,0,0,18950,0,0,0,0,0,18093
Vivaan Sharma,Female,36,15:00 - 21:00,Instagram,Lucknow,Maharashtra,Ajio,28-09-2020,0,0,0,7274,0,0,0,0,0,1818,0,0,12681,0,0,0,0,1817,0,0,0,0,0,0,10000,0,0,0,0,0
Arjun Mishra,Female,55,13:00 - 23:00,Twitter,Delhi,Uttar Pradesh,Amazon,15-11-2022,0,0,8516,0,0,0,15793,0,13368,0,1329,0,0,0,0,0,18299,0,0,0,0,0,0,18334,0,0,2942,0,0,0
Ananya Verma,Female,51,21:00 - 24:00,Twitter,Mumbai,Gujarat,Amazon,07-01-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,11289,0,0,0,0,7400,0,0,0,0,0,0,0
Aarav Sharma,Female,41,20:00 - 24:00,Facebook,Mumbai,Telangana,TataCliq,12-10-2020,0,6179,14732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13905,17675,0,0,0,0,0,0,0,0
Priya Mehta,Female,61,6:00 - 20:00,Google,Chennai,Delhi,Snapdeal,04-12-2020,0,0,0,0,0,10291,0,0,0,3234,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908
Ananya Verma,Female,55,21:00 - 22:00,Snapchat,Ahmedabad,Karnataka,Myntra,29-10-2023,1234,0,0,0,0,0,11983,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,2000,0,1979,0,0
Arjun Mehta,Female,32,11:00 - 23:00,LinkedIn,Chennai,West Bengal,Paytm Mall,31-01-2023,0,0,0,6059,0,0,0,0,0,0,0,18311,0,0,0,11412,0,0,0,7249,0,0,0,0,16971,14067,0,0,0,16227
Riya Chauhan,Female,31,18:00 - 23:00,Twitter,Kolkata,Karnataka,Myntra,17-01-2023,15000,0,19985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,18675,288,17520,0,11972,0,0,0,0,18970,10000,1810
Vivaan Kumar,Female,28,22:00 - 23:00,LinkedIn,Chennai,Karnataka,Snapdeal,15-06-2022,0,0,0,15304,15237,0,0,0,0,0,0,9656,0,0,0,0,0,0,263,0,2708,0,0,0,10000,0,10000,0,0,0
Ananya Jain,Female,28,13:00 - 18:00,Facebook,Lucknow,West Bengal,Myntra,21-06-2021,0,0,0,0,0,14784,0,0,0,0,3887,0,4839,0,0,8640,13835,0,0,18206,0,15210,3968,0,10000,0,10000,0,10000,13250
Riya Gupta,Male,22,9:00 - 23:00,Facebook,Mumbai,Uttar Pradesh,Local Market,10-05-2023,0,0,0,7752,11200,1802,0,0,0,0,0,0,0,0,0,0,17437,0,0,601,10034,0,0,19929,0,0,0,0,0,0
Arjun Verma,Male,21,21:00 - 22:00,Twitter,Hyderabad,Tamil Nadu,Local Market,10-10-2020,0,0,1229,11459,0,0,0,8102,7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9734,0,0,0,0,0,0
Priya Patel,Male,17,7:00 - 13:00,Snapchat,Ahmedabad,Gujarat,Paytm Mall,19-02-2021,6264,0,0,0,0,0,0,6924,12200,0,0,0,0,0,0,0,0,7699,0,0,0,0,0,0,0,0,10000,0,0,8272
Ananya Kumar,Male,40,15:00 - 23:00,Snapchat,Chennai,Delhi,Snapdeal,21-05-2022,0,10632,0,0,11974,0,0,0,0,0,0,0,17274,0,3952,0,0,8377,0,0,0,7971,0,0,0,0,0,0,0,0
Aarav Sharma,Male,35,18:00 - 21:00,Twitter,Jaipur,Rajasthan,Myntra,02-03-2021,0,0,4717,0,0,0,0,0,16561,5687,0,0,0,0,0,0,3548,16360,6624,0,0,0,18539,0,14233,0,0,0,0,0
Priya Jain,Female,56,15:00 - 23:00,Facebook,Ahmedabad,Rajasthan,Amazon,07-11-2021,0,0,0,0,0,6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9741,0,0
Riya Gupta,Female,43,19:00 - 23:00,Instagram,Bangalore,Gujarat,Amazon,16-12-2021,0,8469,10914,0,0,7557,1908,0,0,0,0,0,0,0,0,0,0,0,0,19931,0,0,0,0,10000,0,10000,0,0,0
Aarav Chauhan,Male,33,7:00 - 23:00,Facebook,Delhi,Telangana,Myntra,12-06-2023,0,0,0,0,0,0,6911,0,7758,0,0,0,0,0,8072,0,0,0,10215,0,19837,0,0,0,0,0,0,0,0,14291
Nisha Kumar,Male,30,16:00 - 22:00,Google,Lucknow,Telangana,Ajio,20-11-2020,0,0,0,1340,0,0,0,17106,0,0,0,13980,0,11319,0,19480,0,0,0,0,18858,0,0,0,18450,12225,8949,0,10000,0
Diya Gupta,Male,18,11:00 - 14:00,Instagram,Mumbai,Karnataka,TataCliq,23-09-2022,0,0,1233,0,0,0,0,0,0,0,0,0,0,14148,0,0,15239,12448,2446,18576,0,0,0,0,0,0,0,0,0,0
Nisha Singh,Female,64,15:00 - 18:00,Instagram,Bangalore,Karnataka,Myntra,10-10-2020,500,0,0,0,7186,6682,0,6677,2527,0,0,0,7251,0,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0
Aditya Mehta,Male,35,7:00 - 9:00,Facebook,Chennai,West Bengal,Myntra,29-06-2021,10914,0,0,13438,0,0,0,0,0,0,0,0,450,6366,0,0,0,0,9813,9971,0,5000,0,0,0,15987,0,0,0,0
Arjun Chauhan,Female,37,21:00 - 24:00,Facebook,Chennai,Uttar Pradesh,Amazon,26-05-2022,3014,0,0,0,1633,0,0,0,0,6557,0,0,0,19145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11761
Vivaan Gupta,Female,35,18:00 - 21:00,LinkedIn,Delhi,Maharashtra,Myntra,16-09-2023,0,0,0,0,0,0,0,0,0,7631,0,0,0,10225,0,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,0
Aarav Gupta,Female,43,8:00 - 17:00,Instagram,Hyderabad,Delhi,Local Market,02-08-2021,0,0,0,0,0,12890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12247,0,0,0,0,0,4189,0
Ananya Mishra,Male,25,19:00 - 20:00,Instagram,Kolkata,Karnataka,Paytm Mall,01-05-2023,0,13524,16224,0,0,0,0,0,0,0,0,0,0,0,13743,0,12374,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Female,65,18:00 - 20:00,Twitter,Hyderabad,Karnataka,Ajio,20-01-2022,0,15037,0,11249,0,0,0,1559,0,1880,1045,0,0,0,0,0,0,0,0,2285,0,12151,0,0,0,0,10000,0,0,0
Priya Mishra,Male,46,5:00 - 11:00,Google,Bangalore,Telangana,Ajio,24-02-2022,10069,306,0,0,0,0,1908,0,2913,0,3523,0,0,0,12764,0,0,0,0,0,0,0,0,0,0,0,0,10093,0,0
Arjun Singh,Female,55,21:00 - 24:00,Snapchat,Bangalore,Telangana,Paytm Mall,22-06-2021,0,0,0,0,0,0,13110,9098,0,18843,13511,0,0,0,0,6753,0,14156,15179,0,19746,0,0,11153,0,0,0,0,10000,0
Aditya Mehta,Male,31,6:00 - 20:00,LinkedIn,Hyderabad,Uttar Pradesh,TataCliq,18-09-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10610,0,0,0,0,0,0,0,1827,0
Ananya Singh,Female,29,9:00 - 12:00,Instagram,Ahmedabad,West Bengal,Local Market,22-07-2020,0,0,0,0,13677,0,0,0,0,0,0,0,0,0,0,9885,7128,0,0,5948,0,0,0,0,0,0,0,12883,0,0
Aditya Gupta,Female,67,22:00 - 23:00,Facebook,Lucknow,Rajasthan,TataCliq,23-10-2020,0,0,16537,0,0,0,6529,0,0,9151,9848,0,0,0,0,0,14157,0,0,0,0,0,6508,0,0,0,0,0,0,0
Vivaan Gupta,Female,52,6:00 - 13:00,Twitter,Mumbai,Rajasthan,Snapdeal,23-03-2021,0,0,10193,0,10625,0,0,0,0,2774,9407,0,12187,0,0,14473,0,0,11167,0,8352,0,0,0,0,0,0,0,0,3304
Nisha Mehta,Female,57,16:00 - 21:00,Facebook,Pune,Telangana,TataCliq,04-09-2023,15000,0,0,0,0,15898,0,0,0,3639,0,0,0,0,0,16540,0,0,0,0,0,0,14274,0,0,0,0,0,0,0
Aarav Sharma,Female,42,14:00 - 21:00,Twitter,Pune,Tamil Nadu,Flipkart,03-04-2020,0,0,15382,0,4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,0,0,9040,0
Aditya Mishra,Male,25,19:00 - 23:00,Snapchat,Pune,Uttar Pradesh,Ajio,25-02-2022,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,0,0,0,0,0,0,0,0,0,0
Riya Jain,Female,28,13:00 - 22:00,Snapchat,Bangalore,Telangana,Flipkart,01-05-2022,0,19956,0,0,0,0,0,0,11544,0,0,12551,0,0,0,0,0,13521,0,14810,0,0,0,0,0,8105,0,0,0,0
Aarav Jain,Male,32,14:00 - 15:00,Snapchat,Ahmedabad,Maharashtra,Amazon,19-07-2022,0,0,0,0,4278,0,0,0,0,0,0,12185,18041,0,0,0,11034,0,0,0,0,0,6564,0,0,0,0,0,0,0
Vivaan Gupta,Female,54,14:00 - 17:00,Google,Lucknow,Gujarat,Ajio,05-09-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19031,0,0,0,0,0,0,0,18519,0,0,0,0,19307,0,0
Vivaan Mishra,Male,46,5:00 - 16:00,Google,Ahmedabad,West Bengal,Myntra,13-10-2023,0,0,0,0,0,0,0,0,0,0,9618,15322,17510,0,5974,18048,0,6243,0,0,0,0,0,0,0,0,8179,0,0,0
Priya Gupta,Female,69,16:00 - 17:00,Snapchat,Hyderabad,Delhi,Local Market,01-11-2023,0,0,0,17209,0,3230,0,15288,0,0,0,0,0,9801,0,0,12106,0,0,0,5341,0,7474,0,0,15720,10000,0,0,0
Ananya Gupta,Female,25,17:00 - 20:00,LinkedIn,Hyderabad,Maharashtra,Snapdeal,06-01-2020,0,0,0,7238,0,5017,0,0,0,0,0,14582,0,0,0,9198,0,0,18501,0,0,0,0,0,0,0,0,0,0,0
Arjun Patel,Male,16,10:00 - 11:00,Snapchat,Pune,Rajasthan,Amazon,21-02-2020,0,0,0,0,4649,0,0,18554,0,0,0,8579,0,0,0,5312,12640,0,15706,0,0,0,0,0,0,10030,0,15116,0,0
Ananya Gupta,Female,29,10:00 - 13:00,Twitter,Kolkata,West Bengal,Local Market,25-08-2020,0,0,0,0,1462,0,0,0,0,0,0,18299,0,0,17257,0,0,0,0,0,1970,12492,2819,0,0,17453,0,16588,792,0
Ananya Jain,Female,69,14:00 - 23:00,LinkedIn,Jaipur,Maharashtra,Local Market,24-01-2023,0,0,0,0,19774,11774,0,0,5567,10866,13806,0,0,0,0,0,0,0,6854,12842,0,0,0,0,0,0,0,0,0,0
Diya Jain,Female,41,6:00 - 9:00,Snapchat,Mumbai,Telangana,Ajio,21-06-2020,0,0,0,9945,0,0,0,0,5199,0,0,0,0,16807,0,0,0,0,0,0,0,0,0,15490,0,0,0,0,10000,2600
Ananya Mehta,Male,56,18:00 - 23:00,Instagram,Lucknow,Rajasthan,Paytm Mall,07-04-2023,0,15318,0,0,0,0,6675,0,0,0,0,0,0,0,0,0,0,4659,0,0,0,16511,0,0,0,0,0,0,7438,0
Diya Singh,Female,30,18:00 - 24:00,Instagram,Mumbai,Delhi,Paytm Mall,17-11-2020,0,15269,0,18930,0,0,0,0,0,17277,0,19934,0,0,0,10833,0,0,12038,0,0,0,0,0,0,0,0,0,0,18877
Nisha Chauhan,Male,27,17:00 - 19:00,Instagram,Kolkata,Telangana,Local Market,20-04-2021,7568,0,9425,8066,0,6844,0,7145,19619,0,9687,0,0,0,0,0,0,0,12271,0,6647,6826,0,8179,0,14789,0,16882,0,0
Priya Kumar,Male,17,8:00 - 14:00,Instagram,Ahmedabad,West Bengal,Ajio,14-06-2020,0,15318,0,9852,0,0,0,0,0,0,0,0,12337,16946,0,19991,17024,9271,0,0,0,0,0,0,0,0,0,534,0,0
Riya Singh,Male,49,15:00 - 23:00,Facebook,Hyderabad,Maharashtra,Paytm Mall,28-12-2021,0,0,0,12679,0,0,0,0,2474,18741,19282,6019,0,0,18911,830,0,0,0,17441,0,0,0,0,0,0,0,11311,10000,0
Vivaan Patel,Male,42,21:00 - 22:00,LinkedIn,Delhi,Rajasthan,Amazon,18-10-2023,0,0,0,0,0,0,0,2595,0,0,15193,1360,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,10000,12090,0,0
Diya Sharma,Male,49,9:00 - 21:00,Google,Mumbai,Uttar Pradesh,Myntra,04-12-2020,0,18780,0,0,3776,0,0,0,0,0,0,0,9497,0,11635,0,19262,12760,0,0,0,5639,0,0,0,0,0,0,0,0
Ananya Patel,Male,41,15:00 - 21:00,Google,Lucknow,Telangana,Myntra,14-09-2023,0,0,0,0,97,16591,11895,0,0,0,0,6555,0,0,2039,0,0,0,0,5133,0,14923,0,0,0,0,9607,0,0,0
Aarav Kumar,Male,60,13:00 - 14:00,Google,Pune,Tamil Nadu,Ajio,22-10-2020,0,0,0,0,0,0,0,6339,0,0,0,0,0,0,0,0,0,10392,0,4938,0,0,9225,0,0,0,0,1082,0,14568
Priya Patel,Male,42,15:00 - 24:00,Instagram,Pune,Maharashtra,Local Market,18-08-2020,0,0,0,0,3300,10917,0,14793,0,4201,19083,0,0,0,0,0,6394,6540,0,0,0,0,16331,0,0,0,0,0,0,0
Aditya Chauhan,Female,62,6:00 - 20:00,Instagram,Chennai,Maharashtra,TataCliq,13-09-2021,0,0,9401,0,18689,0,0,0,10117,0,0,1112,13214,0,0,0,0,17117,4069,0,0,0,0,0,0,0,0,0,0,0
Ananya Gupta,Female,29,21:00 - 22:00,Snapchat,Hyderabad,Uttar Pradesh,Local Market,04-11-2020,0,0,1955,0,0,0,0,4259,0,11348,0,17228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Chauhan,Male,57,17:00 - 21:00,Snapchat,Lucknow,Maharashtra,TataCliq,14-09-2023,0,0,0,0,0,0,0,0,0,0,0,0,17322,0,0,0,0,0,0,0,0,14708,0,3000,0,0,0,0,0,0
Vivaan Mehta,Male,30,7:00 - 10:00,Instagram,Bangalore,Rajasthan,Paytm Mall,16-04-2023,0,0,0,0,0,9973,0,2559,2370,0,0,0,0,0,0,632,0,0,0,0,7255,0,0,0,0,0,10000,0,0,0
Ananya Mishra,Female,24,20:00 - 22:00,Google,Jaipur,Maharashtra,TataCliq,16-05-2020,0,0,0,15403,0,0,0,1146,6463,13234,6508,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,3692,0,11685
Kavya Gupta,Female,65,16:00 - 19:00,LinkedIn,Bangalore,Maharashtra,Local Market,15-08-2023,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,6825,0,9532,0,0,0,0,13484,0,0,0,3255,0,12695,5024,0
Aarav Gupta,Female,67,14:00 - 19:00,Google,Hyderabad,Karnataka,Amazon,09-11-2022,13403,0,0,0,0,16706,0,0,0,0,17011,0,0,0,19081,16024,0,0,0,0,0,0,0,0,0,3546,0,0,10000,0
Aarav Jain,Female,30,6:00 - 19:00,Snapchat,Mumbai,Telangana,Paytm Mall,04-06-2023,11384,0,0,0,0,0,0,14349,0,19496,0,8205,0,0,18942,14338,0,0,0,0,17377,0,11336,0,10748,0,10000,0,10000,0
Arjun Mehta,Female,31,14:00 - 21:00,LinkedIn,Mumbai,Telangana,Amazon,17-10-2023,0,0,0,0,947,0,0,0,0,0,1738,15079,0,0,0,0,13408,0,0,0,0,0,0,0,0,0,9362,0,0,0
Diya Mishra,Female,66,21:00 - 24:00,Facebook,Jaipur,Maharashtra,Ajio,07-05-2023,0,0,0,0,0,0,0,0,4446,0,5343,0,0,0,0,0,0,0,0,0,9835,0,0,0,0,0,0,0,10000,0
Nisha Mishra,Male,28,10:00 - 15:00,Instagram,Lucknow,Telangana,Ajio,12-02-2020,0,18968,9635,0,0,0,0,0,997,6866,19343,4063,0,0,0,0,2439,0,0,0,0,17229,0,0,0,0,0,0,0,0
Priya Sharma,Female,20,20:00 - 22:00,Instagram,Kolkata,Maharashtra,Local Market,08-10-2021,0,0,0,0,0,5744,4543,0,0,0,3783,0,0,15589,0,0,19206,10036,0,0,0,0,0,0,15404,0,0,0,0,0
Aarav Patel,Male,64,9:00 - 19:00,Twitter,Mumbai,Rajasthan,TataCliq,05-08-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,10091,0,0,0,5000,0,0,0,0,6599,13346,0,0
Kavya Mehta,Male,56,12:00 - 22:00,Google,Delhi,West Bengal,Amazon,05-08-2020,0,0,0,0,0,1345,12768,0,0,11211,17245,8066,0,0,10975,0,0,0,0,0,15881,0,0,0,0,0,0,0,0,0
Priya Singh,Male,29,21:00 - 24:00,Facebook,Pune,Karnataka,Paytm Mall,23-03-2020,13120,0,0,0,0,0,0,0,0,0,2827,0,0,0,0,0,0,0,0,0,0,0,7630,0,17726,0,9614,0,0,10131
Vivaan Verma,Male,25,17:00 - 23:00,LinkedIn,Kolkata,Maharashtra,Flipkart,27-06-2021,0,0,0,1362,0,0,0,0,9935,0,0,18763,0,0,0,0,0,0,0,0,0,0,0,12154,0,5951,0,15615,10000,0
Aarav Kumar,Female,17,7:00 - 17:00,Snapchat,Chennai,West Bengal,Local Market,16-08-2021,0,0,0,0,0,0,0,0,0,8642,0,0,2749,0,3146,0,0,15069,0,10252,7846,0,0,0,0,0,0,0,0,0
Aarav Mishra,Male,36,18:00 - 22:00,Google,Mumbai,Uttar Pradesh,Myntra,09-06-2022,0,0,0,0,0,13934,0,17377,2606,17726,0,0,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Chauhan,Male,44,19:00 - 22:00,Snapchat,Ahmedabad,Gujarat,Myntra,12-04-2021,0,0,0,14928,0,5882,1781,0,0,4262,0,0,0,0,0,0,11469,0,0,0,0,0,0,0,0,2628,3831,0,0,0
Vivaan Kumar,Female,41,11:00 - 24:00,Google,Ahmedabad,Maharashtra,TataCliq,20-09-2020,0,0,0,0,7623,7184,0,13900,2028,0,0,0,0,12051,0,0,0,8734,0,0,4582,0,0,0,10000,0,0,0,0,0
Ananya Mishra,Male,63,9:00 - 15:00,Google,Pune,West Bengal,Paytm Mall,16-12-2021,0,0,0,0,0,0,3347,0,0,0,1873,0,0,0,0,0,0,0,0,0,18073,0,0,11370,10000,0,0,0,0,0
Riya Singh,Female,20,15:00 - 21:00,Twitter,Ahmedabad,Karnataka,Flipkart,01-03-2023,631,0,0,0,0,0,8099,19023,15680,9306,6055,0,0,0,0,2917,0,0,0,0,0,0,17100,15407,10000,0,0,0,0,0
Kavya Verma,Female,26,5:00 - 10:00,LinkedIn,Mumbai,Maharashtra,TataCliq,05-02-2020,0,10651,0,16648,0,0,0,2639,0,0,0,1542,0,0,2725,0,0,0,0,1669,0,0,0,0,0,0,0,12928,0,0
Kavya Mehta,Female,40,22:00 - 24:00,LinkedIn,Bangalore,Tamil Nadu,Snapdeal,19-10-2022,13942,0,0,0,0,0,0,0,1881,0,10541,0,0,15895,0,0,0,0,0,2161,0,7463,0,0,0,17522,0,0,10000,0
Kavya Patel,Female,30,16:00 - 20:00,Instagram,Jaipur,Gujarat,Ajio,23-03-2023,0,0,14365,0,0,0,0,11497,0,0,0,0,4021,0,16630,0,8800,15844,7809,2822,18605,0,0,0,0,0,0,14680,0,16153
Ananya Mehta,Male,54,14:00 - 20:00,Facebook,Jaipur,Rajasthan,Ajio,29-04-2021,0,0,0,0,0,0,10449,0,0,0,2266,0,15335,2443,0,0,0,0,0,0,0,0,9939,0,0,0,0,0,10000,14849
Kavya Gupta,Female,59,21:00 - 23:00,Facebook,Jaipur,Gujarat,Myntra,02-11-2021,0,7165,0,0,0,0,646,2231,0,0,0,0,0,19577,0,0,0,0,0,0,0,0,3865,0,0,0,10000,0,0,8308
Kavya Gupta,Female,64,16:00 - 17:00,Twitter,Bangalore,Karnataka,Local Market,05-05-2022,0,0,0,18597,0,2560,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,16751,15988,3000,0,0,0,0,0,0
Diya Mehta,Female,44,14:00 - 21:00,Twitter,Kolkata,Maharashtra,TataCliq,17-08-2023,0,0,0,10659,0,0,0,0,0,0,0,0,0,6213,13301,0,0,0,0,0,0,0,0,0,10136,0,0,0,0,9000
Aarav Mehta,Female,34,20:00 - 24:00,Twitter,Ahmedabad,Gujarat,Paytm Mall,18-07-2021,0,0,0,0,0,0,0,0,0,0,9781,0,0,0,19433,0,16328,0,0,0,0,0,0,18902,0,0,0,0,0,0
Riya Verma,Male,66,15:00 - 19:00,Google,Lucknow,West Bengal,Amazon,01-09-2020,0,0,0,0,0,0,0,0,0,0,0,0,19440,0,13227,0,0,0,4415,0,0,0,0,0,0,0,0,0,0,0
Aarav Mehta,Male,39,12:00 - 24:00,Twitter,Ahmedabad,Tamil Nadu,Local Market,27-08-2020,0,0,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18069,0,0,0,0,0,7869,0,0,0,0
Nisha Verma,Male,28,19:00 - 21:00,Google,Lucknow,Maharashtra,Flipkart,25-12-2022,0,0,0,0,0,4370,0,4559,0,0,0,0,0,0,0,0,7355,11744,11112,0,0,0,13250,0,0,0,0,0,0,0
